"ID","US_ENG","US_FRA","US_SPA","EU_ENG","EU_FRA","EU_ITA","EU_GER","EU_SPA","EU_NED"
"E2055","Raphael #1   (2nd printing)","Raphael #1 (2è édition)","Raphael nº1 (2ª edición)","Raphael #1   (2nd printing)","Raphael #1 (2è édition)","Raphael #1   (seconda edizione)","Raphael #1   (2. Auflage)","Raphael nº1 (2ª edición)",""
"E2101","","","","","","","","",""
"E2102","","","","","","","","",""
"E2103","","","","","","","","",""
"E2104","","","","","","","","",""
"E2105","","","","","","","","",""
"E2106","","","","","","","","",""
"E2107","","","","","","","","",""
"E2108","","","","","","","","",""
"E2109","","","","","","","","",""
"E2110","","","","","","","","",""
"E2111","","","","","","","","",""
"E2112","","","","","","","","",""
"E2113","","","","","","","","",""
"E2114","","","","","","","","",""
"E2115","","","","","","","","",""
"E2116","","","","","","","","",""
"E2117","","","","","","","","",""
"E2118","","","","","","","","",""
"E2119","","","","","","","","",""
"E2120","","","","","","","","",""
"E2201","","","","","","","","",""
"E2202","","","","","","","","",""
"E2203","","","","","","","","",""
"E2204","","","","","","","","",""
"E2205","","","","","","","","",""
"E2206","","","","","","","","",""
"E2207","","","","","","","","",""
"E2208","","","","","","","","",""
"E2209","","","","","","","","",""
"E2210","","","","","","","","",""
"E2211","","","","","","","","",""
"E2212","","","","","","","","",""
"E2213","","","","","","","","",""
"E2214","","","","","","","","",""
"E2215","","","","","","","","",""
"E2216","","","","","","","","",""
"E2217","","","","","","","","",""
"E2218","","","","","","","","",""
"E2219","","","","","","","","",""
"E2220","","","","","","","","",""
"E2221","","","","","","","","",""
"TW010","You've earned a prize!","Tu as reçu une récompense !","¡Has ganado un premio!","You've earned a prize!","Tu as reçu une récompense !","Hai vinto un premio!","Du hast einen Preis gewonnen!","¡Has ganado un premio!",""
"TW020","Please choose one prize of your choice!","Choisis la récompense de ton choix !","¡Elige el premio que prefieras!","Please choose one prize of your choice!","Choisis la récompense de ton choix !","Scegli il tuo premio!","Wähle einen Preis aus!","¡Elige el premio que prefieras!",""
"TW030","A new character has appeared!","Un nouveau personnage est apparu !","¡Ha aparecido nuevo personaje!","A new character has appeared!","Un nouveau personnage est apparu !","È apparso un nuovo personaggio!","Es ist eine neue Figur aufgetaucht.","¡Ha aparecido nuevo personaje!",""
"CV010","I predict a great match.","C'était un grand combat !","Ha sido un gran combate.","I predict a great match.","C'était un grand combat !","È stato un gran match.","Das war ein guter Kampf!","Ha sido un gran combate.",""
"CV014","You are a skilled opponent.","Tu fais un bon adversaire.","Eres un rival muy hábil.","You are a skilled opponent.","Tu fais un bon adversaire.","Sei un grande avversario.","Du bist ein würdiger Gegner.","Eres un rival muy hábil.",""
"CV020","You should go home and train.","Tu manques d'entraînement.","Eres un rival muy hábil.","You should go home and train.","Tu manques d'entraînement.","Dovresti andare a casa ed allenarti.","Du hättest mehr trainieren sollen.","Eres un rival muy hábil.",""
"CV022","Wow, that was easy.","Un vrai jeu d'enfant !","Vaya, qué fácil ha sido.","Wow, that was easy.","Un vrai jeu d'enfant !","Ehi, è stato uno scherzo!","Wow, das war leicht.","Vaya, qué fácil ha sido.",""
"CV051","You're a joke,BUDDY.","Tu me fais rire !","Eres patético, colega.","You're a joke,BUDDY.","Tu me fais rire !","Mi fai ridere, bello!","Du bist ein Witz, Kumpel.","Eres patético, colega.",""
"CV053","If you're gonna fight me, you 
better bring it next time.","La prochaine fois, je te conseille de ne 
pas faire semblant !","Si pretendes luchar conmigo, más te 
vale darle caña.","If you're gonna fight me, you 
better bring it next time.","La prochaine fois, je te conseille de ne 
pas faire semblant !","Se hai intenzione di combattere 
con me, devi fare di meglio.","Wenn du nächstes Mal gegen mich 
kämpfst, solltest du mehr bieten.","Si pretendes luchar conmigo, más te 
vale darle caña.",""
"CV060","You can't hang with me.","Va voir ailleurs !","No puedes competir conmigo.","You can't hang with me.","Va voir ailleurs !","Non puoi competere con me.","Du hast keine Schnitte.","No puedes competir conmigo.",""
"CV066","One. Two. Three.  Just like that.","En deux temps trois mouvements !","Uno, dos, tres... Así de simple.","One. Two. Three.  Just like that.","En deux temps trois mouvements !","Uno, due, tre. Voilà!","Eins, zwei, drei und vorbei!","Uno, dos, tres... Así de simple.",""
"CV091","Not to boast, but I was pretty awesome.","Franchement, je suis quand même 
super balèze.","No es por presumir, pero he 
estado alucinante.","Not to boast, but I was pretty awesome.","Franchement, je suis quand même 
super balèze.","Non per vantarmi, ma sono stato grande.","Ich will nicht angeben, aber ich war 
echt gut.","No es por presumir, pero he 
estado alucinante.",""
"CV094","Finally.  It's Pizza time.","Et maintenant... Pizza time !","Por fin. Hora de la pizza.","Finally.  It's Pizza time.","Et maintenant... Pizza time !","Finalmente è arrivata la pizza!","Endlich. Pizza-Zeit.","Por fin. Hora de la pizza.",""
"CV100","YAAAAH! COWABUNGA!","YAAAAH ! COWABUNGA !","¡YAAAAH! ¡COWABUNGA!","YAAAAH! COWABUNGA!","YAAAAH ! COWABUNGA !","YAAAAH! COWABUNGA!","Yaaaaah! COWABUNGA!","¡YAAAAH! ¡COWABUNGA!",""
"CV104","Don't take it so hard. 
You did a good job,.. Psych!","C'est pas si grave, tu t'es bien 
débrouillé... Je rigole !","No te lo tomes tan mal. Hiciste un 
buen trabajo... ¡Te lo has creído!","Don't take it so hard. 
You did a good job,.. Psych!","C'est pas si grave, tu t'es bien 
débrouillé... Je rigole !","Non prendertela, hai fatto un 
ottimo lavoro... Ah ah ah!","Nimm's nicht so schwer.
Du warst nicht schlecht ... ha ha.","No te lo tomes tan mal. Hiciste un 
buen trabajo... ¡Te lo has creído!",""
"CV130","Lets hurry this up… there is other 
stuff I have to do.","Et voilà le travail... Ça t'apprendra à 
me faire perdre mon temps.","Acabemos esto rápido... 
Tengo otras cosas que hacer.","Lets hurry this up… there is other 
stuff I have to do.","Et voilà le travail... Ça t'apprendra à 
me faire perdre mon temps.","Facciamo in fretta, ho un 
mucchio di impegni.","Bringen wir's hinter uns, ich hab noch 
mehr zu tun.","Acabemos esto rápido... 
Tengo otras cosas que hacer.",""
"CV133","Who's next?","Au suivant !","¡Siguiente!","Who's next?","Au suivant !","Sotto il prossimo!","Der Nächste bitte!","¡Siguiente!",""
"CV140","This fight was a piece of cake.","C'était vraiment du gâteau !","Esta pelea ha estado chupada.","This fight was a piece of cake.","C'était vraiment du gâteau !","Facile come bere un bicchier d'acqua.","Das war ein Kinderspiel.","Esta pelea ha estado chupada.",""
"CV144","According my calculations, 
Donatello - 1, You - 0.","Si mes calculs sont bien corrects... 
Donatello : 1. Toi : 0.","Según mis cálculos, Donatello 
gana 1 - 0.","According my calculations, 
Donatello - 1, You - 0.","Si mes calculs sont bien corrects... 
Donatello : 1. Toi : 0.","Secondo i miei calcoli, 
stiamo uno a zero per me.","Nach meiner Berechnung steht's 1:0 
für Donatello.","Según mis cálculos, Donatello 
gana 1 - 0.",""
"CV175","I suggest you train harder.","Continue à t'entraîner.","Te sugiero que entrenes más.","I suggest you train harder.","Continue à t'entraîner.","Ti consiglio di allenarti di più.","Ich schlage vor, du trainierst noch 
härter.","Te sugiero que entrenes más.",""
"CV176","And now a deserved rest.","J'ai mérité ma sieste !","Y ahora, un merecido descanso.","And now a deserved rest.","J'ai mérité ma sieste !","E adesso... del meritato riposo.","Und jetzt eine wohlverdiente Pause.","Y ahora, un merecido descanso.",""
"CV181","Victory, comes from experience.","La victoire découle de l'expérience.","La victoria es producto de la 
experiencia.","Victory, comes from experience.","La victoire découle de l'expérience.","La vittoria deriva dall'esperienza.","Die Erfahrung bringt den Sieg.","La victoria es producto de la 
experiencia.",""
"CV182","The smart hawk hides its claws.","L'aigle rusé cache ses serres.","El halcón astuto oculta sus garras.","The smart hawk hides its claws.","L'aigle rusé cache ses serres.","L'aquila astuta nasconde gli artigli.","Der kluge Falke verbirgt seine Klauen.","El halcón astuto oculta sus garras.",""
"CV212","3 strikes you're out!","Dommage pour toi !","¡Strike 3 y eliminado!","3 strikes you're out!","Dommage pour toi !","Strike! Eliminato!","3 Schläge und weg bist du!","¡Strike 3 y eliminado!",""
"CV213","Welcome to a world of hurt!","Tu as dû le sentir passer !","¡Eso ha debido doler!","Welcome to a world of hurt!","Tu as dû le sentir passer !","Adesso sei nel mondo del doloere!","Willkommen in der Welt des Schmerzes!","¡Eso ha debido doler!",""
"CV223","Come back when you can put up a fight.","Reviens quand tu sauras te battre !","Vuelve cuando puedas ofrecer una 
buena pelea.","Come back when you can put up a fight.","Reviens quand tu sauras te battre !","Torna quando avrai imparato 
come si combatte.","Komm zurück, wenn du kämpfen kannst.","Vuelve cuando puedas ofrecer una 
buena pelea.",""
"CV224","Casey wins the knockout!","Un sans faute de Casey !","¡Casey por KO!","Casey wins the knockout!","Un sans faute de Casey !","Ed è un altro K.O. per Casey.","Casey mit einem Knockout!","¡Casey por KO!",""
"CV231","Alright, alright.  Let's wrap this up.","Allez, j'ai pas toute la journée.","Vale, vale. Acabemos esto.","Alright, alright.  Let's wrap this up.","Allez, j'ai pas toute la journée.","Va bene, va bene, diamoci un taglio.","Okay, bringen wir's zu Ende.","Vale, vale. Acabemos esto.",""
"CV250","That's one down.","Et un de moins.","Uno menos.","That's one down.","Et un de moins.","Fuori uno.","Einer weniger.","Uno menos.",""
"CV252","You thought you could go easy on me 
because I'm a woman?","Je parie que tu m'as sous-estimée 
parce que je suis une fille !","¿Creías poder tomártelo con calma 
conmigo por ser mujer?","You thought you could go easy on me 
because I'm a woman?","Je parie que tu m'as sous-estimée 
parce que je suis une fille !","Pensavi di avere la meglio su di me 
solo perché sono una donna?","Hast gedacht, gegen 'ne Frau 
wird's leicht, hä?","¿Creías poder tomártelo con calma 
conmigo por ser mujer?",""
"CV260","Even the prettiest rose has thorns.","Les plus belles roses ont des épines !","Hasta la rosa más bella tiene espinas.","Even the prettiest rose has thorns.","Les plus belles roses ont des épines !","Anche la rosa più bella ha le spine.","Auch die schönste Rose hat Dornen!","Hasta la rosa más bella tiene espinas.",""
"CV262","All my training has paid off.","J'ai bien fait de m'entraîner.","Tanto entrenamiento ha servido 
para algo.","All my training has paid off.","J'ai bien fait de m'entraîner.","Tutti quegli allenamenti sono serviti.","Mein Training hat sich ausgezahlt.","Tanto entrenamiento ha servido 
para algo.",""
"CV293","Filthy little insects, think they can fight 
me?!","Sales vermines... 
Je vais tous vous écraser !","Insectos insignificantes, ¿creen poder 
enfrentarse a mí?","Filthy little insects, think they can fight 
me?!","Sales vermines... 
Je vais tous vous écraser !","Luridi insetti, pensano di poter
combattere contro di me?","Dieser kleine Wurm glaubt, er kann 
mich besiegen?!","Insectos insignificantes, ¿creen poder 
enfrentarse a mí?",""
"CV295","This battle was over to soon.","Un combat trop court à mon goût.","El combate ha acabado pronto.","This battle was over to soon.","Un combat trop court à mon goût.","Questa battaglia è finita 
troppo presto.","Der Kampf war viel zu schnell vorbei.","El combate ha acabado pronto.",""
"CV300","Grovel at my feet.","Rampe à mes pieds !","Póstrate a mis pies.","Grovel at my feet.","Rampe à mes pieds !","Striscia ai miei piedi.","Kriech vor mir.","Póstrate a mis pies.",""
"CV304","You are a waste of my time.","Tu me fais perdre mon temps.","Eres una pérdida de tiempo.","You are a waste of my time.","Tu me fais perdre mon temps.","Sei solo una perdita di tempo!","So eine Zeitverschwendung.","Eres una pérdida de tiempo.",""
"CV333","You thought you could fight me when 
you're this weak?","Tu devrais avoir honte de ta faiblesse !","¿Creías poder enfrentarte a mí 
siendo tan débil?","You thought you could fight me when 
you're this weak?","Tu devrais avoir honte de ta faiblesse !","Pensavi di poterti battere con me...
così debole?","Hast du Schwächling ernsthaft geglaubt, 
du hättest 'ne Chance?","¿Creías poder enfrentarte a mí 
siendo tan débil?",""
"CV335","You embarrass yourself.","J'aurais honte à ta place.","Te estás poniendo en entredicho.","You embarrass yourself.","J'aurais honte à ta place.","La cosa dovrebbe imbarazzarti.","Du solltest dich schämen.","Te estás poniendo en entredicho.",""
"CV344","No one can match me.","Je n'ai aucun rival.","No tengo rival.","No one can match me.","Je n'ai aucun rival.","Nessuno può competere con me.","Keiner kann sich mit mir messen.","No tengo rival.",""
"CV345","I expected a bigger fight from you.","Je m'attendais à bien mieux de ta part.","Esperaba que me dieras más guerra.","I expected a bigger fight from you.","Je m'attendais à bien mieux de ta part.","Mi aspettavo qualcosa di meglio da te.","Ich hatte etwas mehr von dir erwartet.","Esperaba que me dieras más guerra.",""
"CV371","You earthlings are predictable.","Les terriens sont trop prévisibles.","Los terrícolas sois predecibles.","You earthlings are predictable.","Les terriens sont trop prévisibles.","Voi terrestri siete prevedibili.","Ihr Erdlinge seid so berechenbar.","Los terrícolas sois predecibles.",""
"CV373","We now know who is superior.","La preuve de ma supériorité !","Ya sabemos quién es superior.","We now know who is superior.","La preuve de ma supériorité !","Sappiamo entrambi chi è il più forte.","Jetzt wissen wir, wer überlegen ist.","Ya sabemos quién es superior.",""
"CV380","You never had a chance.","Tu n'avais aucune chance.","No tenías la más mínima posibilidad.","You never had a chance.","Tu n'avais aucune chance.","Non hai la minima possibilità di
farcela.","Du hattest nie eine Chance.","No tenías la más mínima posibilidad.",""
"CV383","I was built for perfection.","La perfection est en moi.","Fui creado para la perfección.","I was built for perfection.","La perfection est en moi.","Sono stato costruito per 
non commettere errori.","Ich wurde auf Perfektion getrimmt.","Fui creado para la perfección.",""
"CV411","Come back when you can put up a fight.","Reviens quand t'auras appris à te 
battre !","Vuelve cuando puedas luchar como 
es debido.","Come back when you can put up a fight.","Reviens quand t'auras appris à te 
battre !","Torna quando avrai imparato 
come si combatte.","Komm zurück, wenn du kämpfen kannst.","Vuelve cuando puedas luchar como 
es debido.",""
"CV413","One less punk to worry about.","Je veux plus te revoir dans les parages !","Un pringado menos del que preocuparse.","One less punk to worry about.","Je veux plus te revoir dans les parages !","Un teppistello in meno di cui
preoccuparsi.","Ein Penner weniger unterwegs.","Un pringado menos del que preocuparse.",""
"CV423","That is what I call a whoopin'!","Une raclée bien méritée !","¡Eso es lo que yo llamo una buena zurra!","That is what I call a whoopin'!","Une raclée bien méritée !","Questo sì che è stato divertente!","Das nenne ich mal 'ne Abreibung.","¡Eso es lo que yo llamo una buena zurra!",""
"CV425","I'll be watching you.","Toi, je t'ai à l'œil.","Te estaré vigilando.","I'll be watching you.","Toi, je t'ai à l'œil.","Ti terrò d'occhio.","Ich hab ein Auge auf dich.","Te estaré vigilando.",""
"CV450","Apologizes, but you deserved it.","Mes excuses, mais tu l'avais cherché.","Mis disculpas, pero te lo merecías.","Apologizes, but you deserved it.","Mes excuses, mais tu l'avais cherché.","Mi dispiace, ma te lo meritavi.","Entschuldigung.
 Aber du hast es verdient.","Mis disculpas, pero te lo merecías.",""
"CV451","I hope you learned your lesson.","Que ça te serve de leçon.","Espero que hayas aprendido la lección.","I hope you learned your lesson.","Que ça te serve de leçon.","Spero tu abbia imparato la lezione.","Ich hoffe, du hast etwas daraus gelernt.","Espero que hayas aprendido la lección.",""
"CV454","Interesting.  That was shorter then expected.","Intéressant... Et plus court que prévu.","Interesante. Ha sido más breve de lo 
que esperaba.","Interesting.  That was shorter then expected.","Intéressant... Et plus court que prévu.","Interessante, è stato molto 
più breve del previsto.","Interessant.  Das ging schneller, 
als erwartet.","Interesante. Ha sido más breve de lo 
que esperaba.",""
"CV457","It appears you are definetly not the 
dominant species on your planet.","Voici la preuve que ton espèce est loin 
d'être dominante sur cette planète.","Parece que soy definitivamente la 
especie dominante de este planeta.","It appears you are definetly not the 
dominant species on your planet.","Voici la preuve que ton espèce est loin
 d'être dominante sur cette planète.","Direi che tu non sei la specie 
dominante sul tuo pianeta.","Du bist ganz sicher nicht die dominierende
Spezies auf deinem Planeten.","Parece que soy definitivamente la 
especie dominante de este planeta.",""
"EV001","Turtle Base","Quartier général des tortues","Base de las tortugas","Turtle Base","Quartier général des tortues","Base Tartarughe","Turtle-Basis","Base de las tortugas",""
"EV002","Turtles, come here.","Mes fils, venez là.","Venid, tortugas, debo deciros algo.","Turtles, come here.","Mes fils, venez là.","Tartarughe, a raccolta.","Turtles, kommt her.","Venid, tortugas, debo deciros algo.",""
"EV002B","I have something to speak 
to you about.","J'ai une nouvelle importante 
à vous annoncer.","Venid, tortugas, debo deciros algo.","I have something to speak 
to you about.","J'ai une nouvelle importante 
à vous annoncer.","C'è qualcosa di cui 
vorrei parlarvi.","Ich habe etwas mit 
euch zu besprechen.","Venid, tortugas, debo deciros algo.",""
"EV003","You are all to participate 
in a tournament. ","Vous allez tous participer 
à un tournoi.","Participaréis todos en 
un torneo.","You are all to participate 
in a tournament. ","Vous allez tous participer 
à un tournoi.","Parteciperete tutti a un torneo.","Ihr nehmt alle an einem Turnier teil.","Participaréis todos en 
un torneo.",""
"EV004","A...tournament?","Euh... Un tournoi ?","¿Un... torneo?","A...tournament?","Euh... Un tournoi ?","Un... torneo?","Ein ... Turnier?","¿Un... torneo?",""
"EV005","Yes.  
It will be part of your training.  ","Oui, ça fera partie de 
votre entraînement.","Sí. Será parte de vuestro 
entrenamiento.","Yes.  
It will be part of your training.  ","Oui, ça fera partie de 
votre entraînement.","Esatto. 
Farà parte del vostro allenamento.","Es wird Teil eures Trainings.","Sí. Será parte de vuestro 
entrenamiento.",""
"EV005B","Your skills will be pitted 
against each other","Ça me permettra de voir à quel 
point vous avez progressé.","Deberéis enfrentaros 
entre vosotros 
","Your skills will be pitted 
against each other","Ça me permettra de voir à quel 
point vous avez progressé.","Dovrete confrontarvi affinché 
possa valutare i vostri progressi.","Ihr könnt euch miteinander 
messen und vergleichen.","Deberéis enfrentaros 
entre vosotros 
",""
"EV005C","so I can see how you 
are progressing.","Ça me permettra de voir à quel 
point vous avez progressé.","para que pueda juzgar 
cómo progresáis.","so I can see how you 
are progressing.","Ça me permettra de voir à quel 
point vous avez progressé.","Dovrete confrontarvi affinché 
possa valutare i vostri progressi.","Ihr könnt euch miteinander 
messen und vergleichen.","para que pueda juzgar 
cómo progresáis.",""
"EV006","I have also invited 
Casey and April to join.","Casey et April vont 
également y participer.","También he invitado a Casey 
y a Abril a que participen.","I have also invited 
Casey and April to join.","Casey et April vont 
également y participer.","Ho invitato anche Casey 
e April a unirsi a noi.","Ich habe auch April und Casey 
eingeladen.","También he invitado a Casey 
y a Abril a que participen.",""
"EV007","Of course, I will have a 
reward for the winner ready.","Évidemment, il y a une 
récompense à la clé.","Naturalmente, el ganador 
recibirá un premio.","Of course, I will have a 
reward for the winner ready.","Évidemment, il y a une 
récompense à la clé.","Ovviamente, ci sarà anche 
un premio per il vincitore.","Natürlich habe ich auch eine 
Belohnung für den Sieger.","Naturalmente, el ganador 
recibirá un premio.",""
"EV008","I have a trophy and...","Le vainqueur remportera 
un trophée...","Para el ganador, 
tengo un trofeo y...","I have a trophy and...","Le vainqueur remportera 
un trophée...","Il vincitore riceverà un trofeo e...","Auf den Sieger wartet 
eine Trophäe und ...","Para el ganador, 
tengo un trofeo y...",""
"EV009","One item from my 
personal collection.","Et un objet de ma collection.","Un objeto de mi colección.","One item from my 
personal collection.","Et un objet de ma collection.","Un oggetto della mia collezione.","ein Objekt aus meiner Sammlung.","Un objeto de mi colección.",""
"EV009B","It can be any item the 
winner chooses.","N'importe lequel, 
vous serez libre de choisir.","Puede ser cualquier objeto 
que elija el ganador.","It can be any item the 
winner chooses.","N'importe lequel, 
vous serez libre de choisir.","Potrà scegliere quello 
che preferisce.","Er hat die freie Wahl.","Puede ser cualquier objeto 
que elija el ganador.",""
"EV010","Something from the trophy room.  
Woah","Un objet de la salle des 
trophées ? Waouh !","Algo de la sala de trofeos. 
Vaya...","Something from the trophy room.  
Woah","Un objet de la salle des 
trophées ? Waouh !","Qualcosa dalla stanza dei trofei. 
Wow!","Etwas aus dem Trophäenzimmer. Wow.","Algo de la sala de trofeos. 
Vaya...",""
"EV011","Alright.  
Count me in.","Super. Ça marche pour moi !","Muy bien. Contad conmigo.","Alright.  
Count me in.","Super. Ça marche pour moi !","D'accordo. Ci sto.","Okay, ich bin dabei.","Muy bien. Contad conmigo.",""
"EV012","This totally beats regular training. ","Ça va être du tonnerre ! ","Será mucho mejor que los 
entrenamientos normales.","This totally beats regular training. ","Ça va être du tonnerre ! ","Questo è meglio di 
qualsiasi allenamento!","Das ist besser als normales Training. ","Será mucho mejor que los 
entrenamientos normales.",""
"EV012B","That trophy is mine.","Le trophée m'appartient !","Ese trofeo es mío.","That trophy is mine.","Le trophée m'appartient !","Il trofeo sarà mio.","Die Trophäe gehört mir.","Ese trofeo es mío.",""
"EV013","I would be honored to compete 
for such a prize Master Splinter.","Recevoir cette récompense serait 
un honneur, maître Splinter.","Será un honor competir por 
semejante premio, maestro Astilla.","I would be honored to compete 
for such a prize Master Splinter.","Recevoir cette récompense serait 
un honneur, maître Splinter.","Maestro Splinter, sarei onorato di
combattere per un simile premio.","Ich fühle mich geehrt, um einen 
solchen Preis streiten zu dürfen.","Será un honor competir por 
semejante premio, maestro Astilla.",""
"EV014","One more thing, I will also 
participate in the tournament.","De plus, je participerai moi-même 
à ce tournoi.","Ah, otra cosa: yo también 
participaré en el torneo.","One more thing, I will also 
participate in the tournament.","De plus, je participerai moi-même 
à ce tournoi.","Dimenticavo: parteciperò 
anch'io al torneo.","Noch etwas. Ich werde ebenfalls 
am Turnier teilnehmen.","Ah, otra cosa: yo también 
participaré en el torneo.",""
"EV015","Now then, let us begin.  
No time to waste.","Ne perdons pas plus de temps ! 
Commençons !","Así que, empecemos.
No hay tiempo que perder.","Now then, let us begin.  
No time to waste.","Ne perdons pas plus de temps ! 
Commençons !","Dunque, iniziamo. Non 
c'è tempo da perdere.","So, nun lasst uns anfangen. Es gilt, 
keine Zeit zu verlieren.","Así que, empecemos.
No hay tiempo que perder.",""
"EV016","Whaaaaat?","Heeeiinnn ?!","¿Quéeeee?","Whaaaaat?","Heeeiinnn ?!","Che cooooosa?","Waaaaas?","¿Quéeeee?",""
"EV017","You have done well. 
You have won. ","Bravo, excellent travail !","Lo has hecho bien. 
Has ganado.","You have done well. 
You have won. ","Bravo, excellent travail !","Ben fatto, hai vinto.","Gut gemacht. Du hast gewonnen.","Lo has hecho bien. 
Has ganado.",""
"EV017B","You may now choose 
any item you wish.","Le vainqueur peut choisir 
sa récompense.","Ahora elige el objeto que quieras.","You may now choose 
any item you wish.","Le vainqueur peut choisir 
sa récompense.","Adesso potrai scegliere 
l'oggetto che preferisci.","Du kannst dir jetzt einen 
Gegenstand aussuchen.","Ahora elige el objeto que quieras.",""
"EV018","What is that?","Qu'est-ce qui se passe ?","¿Qué es eso?","What is that?","Qu'est-ce qui se passe ?","Cos'è quello?","Was ist das?","¿Qué es eso?",""
"EV019","That's...the emergency 
communication signal?!","Non... C'est le signal d'urgence ?!","Es... ¿la señal de comunicación 
de emergencia?","That's...the emergency 
communication signal?!","Non... C'est le signal d'urgence ?!","Quello è un segnale 
di emergenza?","Das ist ... das Notsignal?!","Es... ¿la señal de comunicación 
de emergencia?",""
"EV020","EMERGENCY","ALERTE","EMERGENCIA","EMERGENCY","ALERTE","EMERGENZA","ALARM","EMERGENCIA",""
"EV021","Turtles! Help me!","La situation est grave... ","¡Socorro, tortugas!","Turtles! Help me!","La situation est grave... ","Tartarughe! Aiutatemi!","Turtles, zu Hilfe!","¡Socorro, tortugas!",""
"EV021B","I have been captured by 
Shredder. I'm in a big pinch!","Shredder m'a capturé ! 
Venez m'aider !","¡Despedazador me ha capturado!
¡Estoy en un aprieto!","I have been captured by 
Shredder. I'm in a big pinch!","Shredder m'a capturé ! 
Venez m'aider !","Sono stato catturato da 
Shredder! Sono nei guai!","Shredder hat mich erwischt. 
Ich sitze in der Patsche!","¡Despedazador me ha capturado!
¡Estoy en un aprieto!",""
"EV022","Did he just say the Shredder?!","Quoi ? 
Tu as bien dit Shredder ?","¿Ha dicho Despedazador?","Did he just say the Shredder?!","Quoi ? 
Tu as bien dit Shredder ?","Ha appena detto Shredder?","Hat er gerade Shredder gesagt?!","¿Ha dicho Despedazador?",""
"EV023","Yes, Michelangelo, it is true. 
I am a captive of the Shredder.","Oui, Michelangelo, Shredder ! 
Il me retient prisonnier.","Sí, Michelangelo, es cierto.
Despedazador me ha capturado.","Yes, Michelangelo, it is true. 
I am a captive of the Shredder.","Oui, Michelangelo, Shredder ! 
Il me retient prisonnier.","Esatto, Michelangelo. 
Sono prigioniero di Shredder!","Ja, Michelangelo. Ich werde von 
Shredder festgehalten.","Sí, Michelangelo, es cierto.
Despedazador me ha capturado.",""
"EV024","Shredder!","Shredder !","¡Despedazador!","Shredder!","Shredder !","Shredder!","Shredder!","¡Despedazador!",""
"EV025","Hmph.  
You fool.  ","Imbécile !","Mmf. Necio,","Hmph.  
You fool.  ","Imbécile !","Sciocchi.","Ha. Du Trottel. ","Mmf. Necio,",""
"EV025B","You thought this distress call 
would go unnoticed didn't you?","Tu pensais vraiment que ton appel 
de détresse passerait inaperçu ?","¿acaso creías que no descubriría 
tu llamada de socorro?","You thought this distress call 
would go unnoticed didn't you?","Tu pensais vraiment que ton appel 
de détresse passerait inaperçu ?","Credevate che questa richiesta di 
aiuto sarebbe passata inosservata?","Hast du gedacht, dieser 
Anruf würde unbemerkt bleiben?","¿acaso creías que no descubriría 
tu llamada de socorro?",""
"EV026","Not to worry.  
There is nothing you","Mais peu importe. 
Vous ne pouvez rien faire, ni toi,","No hay problema. 
Ni tú, ","Not to worry.  
There is nothing you","Mais peu importe. 
Vous ne pouvez rien faire, ni toi,","Rilassatevi. 
Non c'è nulla che quel topo di ","Keine Sorge.","No hay problema. 
Ni tú, ",""
"EV026B","or the sewer rat and his team 
of freaks can do about it.","ni le rat d'égout et sa 
bande de mutants !","ni la rata de cloaca y sus rarezas 
podéis hacer nada por evitarlo.","or the sewer rat and his team 
of freaks can do about it.","ni le rat d'égout et sa 
bande de mutants !","fogna e la sua squadra di fenomeni 
da baraccone possa fare.","Weder du, noch die Kanalratte und
seine Freaks, haben eine Chance.","ni la rata de cloaca y sus rarezas 
podéis hacer nada por evitarlo.",""
"EV027","HAHAHA!","HAHAHA !","¡JA, JA, JA!","HAHAHA!","HAHAHA !","AHAHAH!","HAHAHA!","¡JA, JA, JA!",""
"EV028","We have to go save Fugitoid!","Il faut qu'on sauve Fugitoid !","¡Hay que salvar a Fugitoid!","We have to go save Fugitoid!","Il faut qu'on sauve Fugitoid !","Dobbiamo salvare Fugitoid!","Wir müssen Fugitoid retten!","¡Hay que salvar a Fugitoid!",""
"EV029","Yeh.  And teach that 
Shredder some manners!","Ouais ! Et qu'on flanque une 
bonne raclée à Shredder !","Sí, ¡y enseñarle modales 
a ese Despedazador!","Yeh.  And teach that 
Shredder some manners!","Ouais ! Et qu'on flanque une 
bonne raclée à Shredder !","Esatto. E insegnare le buone 
maniere a Shredder.","Ja. Und diesem Shredder ein paar 
Manieren beibringen!","Sí, ¡y enseñarle modales 
a ese Despedazador!",""
"EV030","Whatever he is up to 
it doesn't sound good.","Quoi qu'il mijote, 
c'est sûrement diabolique.","Trame lo que trame, 
no suena bien.","Whatever he is up to 
it doesn't sound good.","Quoi qu'il mijote, 
c'est sûrement diabolique.","Comunque sia, 
non è nulla di buono.","Was immer er vorhat, 
klingt nicht gut.","Trame lo que trame, 
no suena bien.",""
"EV031","You got that right.","Ça, personne n'en doute.","Ya lo creo.","You got that right.","Ça, personne n'en doute.","Hai ragione.","Da hast du Recht.","Ya lo creo.",""
"EV032","Question is, 
how are we going to find him.","Mais comment on va faire 
pour retrouver Fugitoid ?","La cuestión es, 
¿cómo lo encontraremos?","Question is, 
how are we going to find him.","Mais comment on va faire 
pour retrouver Fugitoid ?","Mi domando come 
faremo a trovarlo. ","Aber wie wollen wir ihn finden?","La cuestión es, 
¿cómo lo encontraremos?",""
